# Diccionario ingles-espanol ordenado por frecuencia de uso.
# Formato: rank|en|lemma|pos|es|es_alt|cefr|hint
# Frecuencia: OpenSubtitles 2018. Traducciones: Wiktionary (CC BY-SA).
7448|rebellion|rebellion|noun|rebelión|-|C1|defiance
7450|lone|lone|adj|solo|-|C1|having no companion
7452|underestimate|underestimate|verb|subestimar|-|C1|to perceive as having lower value
7456|barber|barber|noun|peluquero|-|C1|profession
7457|mining|mining|noun|minería|-|C1|activity of removing solid valuables from the earth
7460|preferred|preferred|adj|preferido|-|C1|favoured
7462|stray|stray|verb|errar|divagar;callejear;vagabundear|C1|to wander from a direct course
7463|void|void|adj|nulo|inválido|C1|in computing
7467|sabotage|sabotage|noun|sabotaje|-|C1|-
7468|rabbi|rabbi|noun|rabino|-|C1|Jewish spiritual teacher
7475|dental|dental|adj|dental|-|C1|of or concerning the teeth
7477|squirrel|squirrel|noun|ardilla|-|C1|rodent
7479|werewolf|werewolf|noun|hombre lobo|licántropo;lobisón|C1|wolflike human
7487|infinite|infinite|adj|infinito|-|C1|-
7488|cavalry|cavalry|noun|caballería|-|C1|military service that fights with riding horses
7491|bomber|bomber|noun|bombardero|-|C1|aircraft
7492|ruling|ruling|noun|decisión|-|C1|-
7493|boiling|boiling|adj|hirviendo|-|C1|of a thing: extremely hot
7495|semester|semester|noun|semestre|-|C1|half of school year
7497|savior|savior|noun|salvador|-|C1|a person who rescues another from harm
7498|veil|veil|noun|velo|-|C1|covering for a person or thing
7499|tramp|tramp|noun|golfa|ramera;puta|C1|promiscuous woman
7502|perfection|perfection|noun|perfección|-|C1|being perfect
7506|mentor|mentor|noun|mentor|-|C1|A wise and trusted counselor or teacher
7508|enthusiasm|enthusiasm|noun|entusiasmo|-|C1|feeling of excited, lively interest
7509|arena|arena|noun|arena|estadio|C1|an enclosed area, often outdoor
7512|greatly|greatly|adv|grandemente|enormemente|C1|to a great extent
7513|battalion|battalion|noun|batallón|-|C1|army unit
7514|moustache|moustache|noun|bigote|mostacho|C1|hair on upper lip
7516|audio|audio|adj|de sonido|de audio|C1|of or relating to audible sound
7518|initiative|initiative|noun|iniciativa|-|C1|-
7519|sweaty|sweaty|adj|sudado|-|C1|covered in sweat
7522|distraction|distraction|noun|distracción|-|C1|something that distracts
7523|parrot|parrot|noun|papagayo|loro;cotorra|C1|kind of bird
7524|steed|steed|noun|corcel|-|C1|stallion
7525|entertaining|entertaining|adj|divertido|-|C1|amusing
7530|pause|pause|noun|pausa|-|C1|short time for relaxing
7533|dinosaur|dinosaur|noun|dinosaurio|-|C1|extinct reptile
7534|acquaintance|acquaintance|noun|amistad|conocimiento;junta;relación|C1|state of being acquainted
7536|rail|rail|noun|carril|carrilera|C1|-
7537|rooster|rooster|noun|gallo|-|C1|male domestic fowl
7540|container|container|noun|recipiente|-|C1|-
7544|stripper|stripper|noun|separador|-|C1|chemical or tool used to remove paint, sheathing
7548|banker|banker|noun|banquero|banquera|C1|one who conducts the business of banking
7549|bacteria|bacteria|noun|bacterias|-|C1|-
7551|assassination|assassination|noun|magnicidio|asesinato|C1|killing or murder for political reasons
7554|cupboard|cupboard|noun|armario|vitrina;alacena|C1|enclosed storage
7556|surgical|surgical|adj|quirúrgico|quirúrgica|C1|of or relating to surgery
7559|temptation|temptation|noun|tentación|-|C1|-
7560|elderly|elderly|adj|anciano|-|C1|old
7562|vibe|vibe|noun|onda|vibra|C1|-
7563|profound|profound|adj|profundo|-|C1|characterized by intensity
7564|gong|gong|noun|gongo|-|C1|percussion instrument
7566|crop|crop|noun|fusta|-|C1|-
7567|detailed|detailed|adj|detallado|-|C1|-
7568|scrap|scrap|noun|chatarra|-|C1|discarded metal
7570|careless|careless|adj|despreocupado|-|C1|not concerned or worried
7571|dove|dove|noun|paloma|pichón|C1|-
7572|sloppy|sloppy|adj|desprolijo|-|C1|messy; not neat, elegant, or careful
7574|hideous|hideous|adj|discordante|ruidoso;estridente|C1|Distressing or offensive to the ear
7575|lizard|lizard|noun|lagarto|-|C1|Reptile
7577|intern|intern|noun|pasante|-|C1|-
7578|tab|tab|noun|pestaña|-|C1|navigational widget in a GUI
7581|parish|parish|noun|parroquia|-|C1|part of a diocese
7582|booty|booty|noun|botín|-|C1|plunder
7583|peasant|peasant|noun|campesino|montañero;peón|C1|-
7584|squeal|squeal|verb|chillar|-|C1|to rat on someone
7586|comb|comb|noun|cresta|-|C1|-
7590|junkie|junkie|noun|yonqui|drogadicto|C1|a narcotics/drug addict
7593|norm|norm|noun|norma|-|C1|that which is normal
7594|carrier|carrier|noun|portador|portadora|C1|person or animal transmitting a
7595|fatty|fatty|noun|gordito|guatoncito|C1|fat person
7598|superb|superb|adj|excepcional|-|C1|of the highest quality; exceptionally good
7603|righteous|righteous|adj|correcto|bienhechor;justo|C1|justified morally
7605|onion|onion|noun|cebolla|-|C1|-
7615|specialty|specialty|noun|especialidad|-|C1|That in which one specializes
7616|thirst|thirst|noun|sed|-|C1|dryness
7617|select|select|verb|seleccionar|-|C1|-
7621|visa|visa|noun|visa|visado|C1|permit
7622|spice|spice|noun|especia|aliño;condimento;aderezo|C1|-
7626|scottish|scottish|adj|escocés|escocesa|C1|of a person
7627|cunning|cunning|adj|astuto|-|C1|sly
7628|grunt|grunt|noun|gruñido|-|C1|-
7629|knot|knot|noun|nudo|-|C1|looping
7633|massacre|massacre|noun|masacre|-|C1|intentional mass killing
7634|competitive|competitive|adj|competitivo|-|C1|economics: capable of competing successfully
7635|herb|herb|noun|hierba|-|C1|plant used to flavour food
7637|immune|immune|adj|inmune|-|C1|exempt from inclusion
7639|regularly|regularly|adv|comúnmente|-|C1|normally, ordinarily
7645|invent|invent|verb|inventar|-|C1|-
7646|nursery|nursery|noun|criadero|semillero;vivero|C1|A place where nursing is carried out
7647|protein|protein|noun|proteína|-|C1|-
7648|elbow|elbow|noun|codo|-|C1|joint between upper arm and forearm
7651|thirteen|thirteen|num|trece|-|C1|-
7654|mustard|mustard|noun|mostaza|-|C1|condiment
7655|terrace|terrace|noun|terraza|terrado|C1|platform that extends outwards from a building
7656|alter|alter|verb|alterar|cambiar;modificar|C1|to change the form or structure of
7658|transportation|transportation|noun|transporte|-|C1|-
7659|lens|lens|noun|lente|-|C1|-
7663|wont|wont|adj|hábito|-|C1|accustomed, apt
7664|weep|weep|verb|llorar|-|C1|To cry, shed tears
7666|mourning|mourning|noun|luto|-|C1|to be checked
7667|crooked|crooked|adj|torcido|-|C1|having one or more bends or angles
7668|trainer|trainer|noun|tenis|-|C1|running shoe
7669|janitor|janitor|noun|portero|portera|C1|doorman
7670|gradually|gradually|adv|gradualmente|poco a poco;paulatinamente|C1|in gradual manner
7671|immigration|immigration|noun|inmigración|-|C1|the act of immigrating
7672|filth|filth|noun|mugre|-|C1|dirt
7674|jackass|jackass|noun|idiota|burro|C1|foolish or stupid person
7676|reminder|reminder|noun|aviso recordatorio|-|C1|something that reminds
7677|culprit|culprit|noun|culpable|-|C1|-
7680|magistrate|magistrate|noun|magistrado|-|C1|judicial officer
7681|jasmine|jasmine|noun|jazmín|-|C1|-
7682|womb|womb|noun|útero|matriz|C1|uterus
7683|texting|texting|noun|textear|mandar texto;textar;escribir texto|C1|-
7686|fracture|fracture|noun|fractura|-|C1|act of breaking, or something broken
7687|insanity|insanity|noun|locura|-|C1|state of being insane
7689|blossom|blossom|noun|estar en epoca|-|C1|state or season for such flowers
7691|agony|agony|noun|agonía|-|C1|violent contest or striving
7700|shack|shack|noun|cambuche|casa bruja;chabola;champa|C1|crude hut
7702|definite|definite|adj|definido|-|C1|-
7703|scrub|scrub|verb|fregar|tallar|C1|to rub hard
7704|ruler|ruler|noun|gobernante|-|C1|person who rules or governs
7705|mold|mold|noun|molde|modelo|C1|frame or model
7706|contents|contents|noun|contenido|-|C1|that which is contained
7708|antidote|antidote|noun|antídoto|-|C1|remedy to counteract a poison
7710|bunk|bunk|noun|litera|-|C1|-
7713|graveyard|graveyard|noun|cementerio|-|C1|-
7716|aspect|aspect|noun|aspecto|-|C1|the way something appears
7718|lemonade|lemonade|noun|limonada|-|C1|still beverage
7719|flour|flour|noun|harina|-|C1|ground cereal grains
7721|biology|biology|noun|biología|-|C1|study of living matter
7722|dusty|dusty|adj|polvoriento|-|C1|covered with dust
7725|fundamental|fundamental|adj|fundamental|-|C1|-
7727|successfully|successfully|adv|exitosamente|-|C1|in a successful manner
7728|potentially|potentially|adv|potencialmente|-|C1|-
7730|strangely|strangely|adv|extrañamente|-|C1|in a strange manner
7732|quantum|quantum|noun|cuanto|-|C1|indivisible unit of a given quantity
7733|utter|utter|verb|emitir|-|C1|make a noise
7737|discharge|discharge|verb|cumplir|completar|C1|to accomplish or complete, as an obligation
7739|substitute|substitute|noun|sustituto|substituto|C1|a replacement or stand-in
7740|splash|splash|verb|chapotear|salpicar|C1|to hit or agitate liquid
7742|exile|exile|noun|exilio|-|C1|-
7743|aspirin|aspirin|noun|aspirina|aspirinar|C1|analgesic drug
7744|authentic|authentic|adj|auténtico|-|C1|of undisputed origin
7745|summit|summit|noun|cumbre|-|C1|gathering of leaders
7747|addiction|addiction|noun|adicción|-|C1|a habit or practice
7749|drone|drone|noun|zángano|-|C1|male bee
7752|tango|tango|noun|tango|-|C1|ballroom dance
7753|permanently|permanently|adv|permanentemente|constantemente;continuamente|C1|in a permanent manner
7754|province|province|noun|provincia|-|C1|-
7757|triangle|triangle|noun|triángulo|-|C1|percussion instrument
7759|strawberry|strawberry|noun|fresa|frutilla|C1|plant
7763|swift|swift|adj|rápido|-|C1|fast; quick
7766|temporarily|temporarily|adv|temporalmente|-|C1|-
7767|poisonous|poisonous|adj|tóxico; venenoso|ponzoñoso|C1|containing sufficient poison to be dangerous
7769|diagnosis|diagnosis|noun|diagnóstico|diagnosis|C1|-
7770|ninth|ninth|noun|noveno|-|C1|one of nine equal parts of a whole
7772|retrieve|retrieve|verb|recuperar|-|C1|to regain or get back something
7776|disabled|disabled|adj|minusválido|-|C1|-
7778|extension|extension|noun|extensión|-|C1|-
7779|lining|lining|noun|forro|-|C1|covering for the inside of something
7782|scoop|scoop|noun|cucharazo|-|C1|-
7783|merlin|merlin|noun|esmerejón|-|C1|small falcon
7786|transform|transform|verb|trasformar|-|C1|change greatly the appearance or form of
7788|hospitality|hospitality|noun|hospitalidad|-|C1|act or service
7790|survey|survey|noun|encuesta|-|C1|an examination
7792|cozy|cozy|adj|acogedor|hogareño|C1|affording comfort and warmth
7793|recommendation|recommendation|noun|recomendación|-|C1|-
7795|microphone|microphone|noun|micrófono|-|C1|transducer of sound waves to electricity
7796|skeleton|skeleton|noun|estructura|-|C1|frame that provides support to a building
7798|toll|toll|noun|peaje|-|C1|fee for using roads and bridges
7802|spear|spear|noun|lanza|-|C1|-
7807|baggage|baggage|noun|equipaje|-|C1|luggage
7809|tribute|tribute|noun|tributo|-|C1|-
7812|bangs|bangs|noun|flequillo|capul;cerquillo;chasquilla|C1|hair that hangs down over the forehead
7813|claw|claw|noun|garra|-|C1|-
7814|donation|donation|noun|donación|donativo|C1|-
7818|jasper|jasper|noun|jaspe|-|C1|precious stone
7820|australian|australian|adj|australiano|-|C1|-
7822|boxer|boxer|noun|boxeador|boxeadora|C1|participant in a boxing match
7823|whilst|whilst|conj|mientras que|-|C1|while, at the same time
7824|misfortune|misfortune|noun|desgracia|infortunio|C1|an undesirable event such as an accident
7825|elaborate|elaborate|verb|elaborar|-|C1|to give further detail or explanation
7827|maestro|maestro|noun|experto|profesional|C1|master in some art
7829|loosen|loosen|verb|aflojar|soltar|C1|make something less tight; unfasten
7833|summon|summon|verb|llamar|citar|C1|to ask someone to come
7837|solitary|solitary|adj|solitario|-|C1|living alone or being by one's self
7838|wilderness|wilderness|noun|naturaleza|tierra salvaje;selva;jungla|C1|uncultivated tract of land
7840|olympic|olympic|adj|olímpico|-|C1|-
7841|undo|undo|verb|deshacer|-|C1|to reverse
7842|mechanism|mechanism|noun|mecanismo|-|C1|-
7843|vietnamese|vietnamese|adj|vietnamita|-|C1|of or pertaining to Vietnam
7844|vanish|vanish|verb|desvanecerse|desaparecer|C1|-
7845|dome|dome|noun|cúpula|-|C1|architectural element
7849|sage|sage|noun|salvia|-|C1|plant
7850|yummy|yummy|adj|delicioso|rico|C1|delicious
7851|tactics|tactics|noun|táctica ; estratégico|-|C1|the employment of forces
7852|slack|slack|adj|flojo|-|C1|not tense
7854|weekly|weekly|adv|semanalmente|todas las semanas|C1|every week
7858|obtain|obtain|verb|obtener|-|C1|to get hold of, acquire
7859|hart|hart|noun|macho de ciervo|-|C1|male deer
7864|mild|mild|adj|suave|leve|C1|gentle; pleasant; kind; soft
7866|fourteen|fourteen|num|catorce|-|C1|cardinal number
7867|smuggling|smuggling|noun|contrabando|-|C1|-
7868|blend|blend|noun|mezcla|-|C1|mixture
7869|chancellor|chancellor|noun|canciller|-|C1|-
7871|gorilla|gorilla|noun|gorila|-|C1|ape
7872|dynasty|dynasty|noun|dinastía|-|C1|-
7878|gardener|gardener|noun|jardinero|-|C1|one who gardens
7879|barracks|barracks|noun|cuartel|-|C1|buildings used by military personnel
7880|flirt|flirt|noun|flirt|-|C1|act of flirting
7885|superhero|superhero|noun|superhéroe|-|C1|a fictional crime-fighting character with superpowers
7888|psychiatric|psychiatric|adj|psiquiátrico|-|C1|of, or relating to, psychiatry
7894|establishment|establishment|noun|establecimiento|-|C1|that which is established
7896|lump|lump|noun|cúmulo|agrupación;acumulamiento;amontonamiento|C1|group, set, or unit
7897|dwarf|dwarf|noun|enano|-|C1|creature from folklore, underground dwelling nature spirit
7898|environmental|environmental|adj|ambiental|-|C1|pertaining to one's environment
7902|diplomatic|diplomatic|adj|diplomático|-|C1|concerning relationships between governments
7904|context|context|noun|contexto|-|C1|text in which a word appears
7908|boost|boost|noun|impulso|empuje|C1|push from behind
7909|fax|fax|noun|fax|-|C1|document transmitted by telephone
7911|partial|partial|adj|parcial|-|C1|biased
7913|gaze|gaze|verb|observar|mirar fijamente|C1|-
7915|nuisance|nuisance|noun|molestia|engorro;incomodidad|C1|minor annoyance or inconvenience
7916|terrorism|terrorism|noun|terrorismo|-|C1|use of terror as a means of coercion
7918|ungrateful|ungrateful|adj|desagradecido|-|C1|not grateful
7919|donate|donate|verb|donar|-|C1|to give away something of value
7920|relieve|relieve|verb|aliviar|-|C1|give relief from pain
7922|felicity|felicity|noun|felicidad|-|C1|apt and pleasing style in writing, speech, etc.
7926|neutral|neutral|adj|neutral|-|C1|-
7929|steering|steering|noun|dirección|-|C1|related to controlling direction
7931|presidential|presidential|adj|presidencial|-|C1|pertaining to a president
7937|vegetarian|vegetarian|noun|vegetariano|vegetariana|C1|person who does not eat any animal flesh
7941|shrine|shrine|noun|relicario|-|C1|-
7942|automatically|automatically|adv|automáticamente|-|C1|In an automatic manner
7943|timer|timer|noun|temporizador|-|C1|device used to measure time
7944|gasoline|gasoline|noun|gasolina|bencina;nafta|C1|motor fuel
7948|google|google|verb|googlear|guglear|C1|to search for on the Internet
7950|athlete|athlete|noun|atletica|-|C1|an exceptionally physically fit person
7952|robber|robber|noun|ladrón|ladrona|C1|one who robs
7956|barb|barb|noun|barba|-|C1|one of the side branches of a feather
7962|colored|colored|adj|coloreado|-|C1|-
7963|poppy|poppy|noun|amapola|-|C1|plant
7964|metro|metro|noun|metro|-|C1|underground railway
7970|conservative|conservative|adj|conservador|-|C1|supporting fiscal, political or social conservatism
7976|dismiss|dismiss|verb|despedir|echar|C1|To discharge
7978|slavery|slavery|noun|esclavitud|-|C1|condition in which one is captivated or subjugated
7983|parallel|parallel|adj|paralelo|-|C1|equally distant from one another at all points
7985|grove|grove|noun|arboleda|-|C1|small forest
7986|coverage|coverage|noun|cobertura|-|C1|amount by which covered
7987|hen|hen|noun|gallina|-|C1|female chicken
7988|pyramid|pyramid|noun|pirámide|-|C1|ancient construction
7989|overall|overall|adv|sobretodo|-|C1|generally
7990|hum|hum|verb|canturrear|tararear|C1|to make sound with lips closed
7991|specially|specially|adv|especialmente|-|C1|in a special manner
7992|rebuild|rebuild|verb|reconstruir|-|C1|to build again
7998|trumpet|trumpet|verb|barritar|-|C1|make an elephant call
8008|debris|debris|noun|escombros|restos|C1|rubble, wreckage, scattered remains of something destroyed
8010|cement|cement|noun|pegamento|-|C1|any material with strong adhesive properties
8011|hamlet|hamlet|noun|aldehuela|caserío;aldea|C1|small village
8018|comedian|comedian|noun|humorista|-|C1|entertainer
8019|harassment|harassment|noun|acoso|-|C1|Persistent attacks and criticism causing worry and distress
8024|inventory|inventory|noun|inventario|-|C1|-
8025|housekeeper|housekeeper|noun|ama de llaves|-|C1|-
8027|vile|vile|adj|vil|-|C1|morally low
8029|imaginary|imaginary|adj|imaginario|-|C1|existing in imagination
8030|artillery|artillery|noun|artillería|-|C1|army unit
8032|cereal|cereal|noun|cereal|-|C1|grains of such a grass
8033|zoom|zoom|noun|zumbido ; zoom|-|C1|-
8034|portion|portion|noun|porción|ración|C1|allocated amount
8035|irony|irony|noun|ironía|-|C1|-
8036|exceptional|exceptional|adj|excepcional|-|C1|better than the average
8037|slit|slit|noun|ranura|abertura;rendija|C1|narrow cut or opening; a slot
8039|despise|despise|verb|desdeñar|-|C1|to regard with contempt or scorn
8040|waltz|waltz|noun|vals|-|C1|a ballroom dance
